email_index,priority,reasoning
25155,1,"Informational attachment with nominations, no urgent action"
25156,2,Requires clarification but not urgent
25159,2,Requires review and response but not urgent
25160,1,"Informational weekly report, no action required"
25161,2,Needs informational response but not urgent
25162,1,Brief acknowledgement with no actionable request
25163,2,Request for report markup requires a response but has no urgent deadline
25164,2,Operational allocation request requiring response
25165,1,"Provides intranet link, no action required"
25166,2,New interconnect request requires planning but is not urgent
25167,2,"Request to review attached draft termsheet, requires a response but not urgent"
25168,1,Informational content with no required action
25169,2,Requires review of revised draft
25170,2,Needs response to arrange meeting
25171,2,"Requires a response to confirm document handling, but not urgent"
25172,1,Informational update with no required action
25173,2,Needs response to confirm availability for upcoming trial date
25174,1,Informational update about recruiter change and attached document
25175,2,Request for documents requires response but not urgent
25177,1,"Reference to attachment, no urgent action needed"
25178,2,The email requests a response but does not indicate urgency
25179,1,Informational cost summary with no immediate action required
25180,1,"Positive feedback, no action required"
25181,2,Expense report requires approval
25182,2,Needs a response to schedule meeting
25183,2,Needs review and feedback but not urgent
25184,2,"Provides requested document, no urgent deadline"
25185,2,Issue with calculations requires a response
25186,2,Needs a response but not urgent
25187,1,"Invitation only, no urgent action needed"
25188,2,Requires clarification and action on contract language
25189,1,Informational attachment with no action required
