email_index,priority,reasoning
5343,1,Informational update with no required action
5344,2,Needs response to coordinate signature logistics
5345,2,"Request to study code and schedule a discussion, not urgent"
5346,1,"Automated fantasy football report, no action required"
5347,3,Urgent request concerning tonight's prayer ministry
5348,2,Requires a response but not urgent
5349,1,"FYI only, no action required"
5350,1,Informational FYI with no required action
5352,1,"Informational content, no action required"
5353,1,"Unsolicited promotional spam, no action required"
5354,1,Promotional email with no required action
5355,1,Informational promotional email with no required action
5356,2,Invitation requires a response but is not urgent
5357,1,Apology with no required action
5358,1,Informational newsletter with no required action
5360,2,The email asks a non‑urgent question that requires a response
5362,1,"Informational about past training, no action required"
5363,2,Request for information requiring a response but not urgent
5364,2,Request to schedule a call within the next few days
5365,1,"Promotional event announcement, no action required"
5366,1,Email contains only forwarded header with no actionable request
5367,2,Feedback on book preface requiring response but not urgent
5368,1,Promotional email with no required action
5369,3,"Schedule download failed and locked, needs immediate manual intervention"
5370,1,"Spam marketing email, no action required"
5371,2,"Recipient requests a resend, requiring a response but not urgent"
5374,3,Urgent stop payment request requires immediate attention
5375,1,"Informational news about Enron lawsuits, no action required"
5376,2,Requires a response but not urgent
5377,2,Reservation issue requires a response but is not urgent
5379,2,Request asks for a response but no urgent deadline
5381,1,Promotional email with no required action
5382,3,Subject indicates urgent request for advice
5383,1,Informational update with no required action
5385,2,"Needs clarification on test results and decision, requires a response"
5386,1,Informational announcement with no required action
5387,1,"Informational news update, no action required"
5388,1,Informational report with no required action
5390,2,Request requires coordination but is not urgent
5391,2,Needs response to address draft comments
5392,2,Internal policy discussion requiring response but not urgent
5393,1,"Friendly greeting, no action required"
5394,1,"Unsolicited promotional spam, no action required"
5395,3,Urgent request for clarification needed immediately
